id,price,speed,hd,ram,screen,cores,cd,laptop,trend
2555,921,18,20,2,12,4,no,yes,2
2556,1050,22,24,10,12,8,no,yes,2
2557,3814,36,5,28,19,24,no,no,4
2558,1168,17,12,2,12,6,yes,no,2
2559,938,15,24,6,11,4,no,yes,2
2560,1664,22,28,14,19,6,yes,no,2
2561,3161,35,3,32,19,12,no,no,1
2562,3079,35,3,56,19,22,no,no,4
2563,3826,30,7,52,23,26,no,no,4
2564,3140,38,5,36,15,12,yes,no,1
2565,2168,18,28,6,23,16,yes,no,1
2566,988,17,28,6,12,10,yes,no,1
2567,3243,38,7,52,19,26,no,no,4
2568,2146,22,12,10,19,30,no,no,4
2569,914,22,12,2,12,10,no,yes,1
2570,3382,34,5,28,17,18,no,no,5
2571,1105,24,12,10,11,10,no,yes,2
2572,3847,36,3,48,23,14,no,no,1
2573,3450,39,7,44,15,20,no,no,5
2574,1225,19,24,2,21,10,no,no,2
2575,4132,37,7,56,17,12,yes,no,2
2576,4141,34,7,16,23,16,no,no,2
2577,601,15,24,2,11,4,no,yes,2
2578,2108,17,16,6,23,16,yes,no,2
2579,1329,21,28,6,19,6,no,no,1
2580,1352,20,12,10,17,8,yes,no,1
2581,1446,16,24,14,15,6,no,no,1
2582,1047,20,24,14,13,4,no,yes,1
2583,2528,22,16,10,15,20,yes,no,5
2584,2008,21,28,2,23,16,yes,no,2
2585,1797,15,20,14,21,4,no,no,1
2586,2411,19,28,14,15,14,no,no,2
2587,1569,16,8,14,17,8,no,no,2
2588,2346,24,16,14,23,28,no,no,5
2589,2129,16,20,14,15,14,no,no,1
2590,2855,15,16,2,17,16,no,no,2
2591,2681,18,8,10,23,30,no,no,5
2592,1600,20,24,10,21,6,yes,no,2
2593,2886,18,16,14,15,22,no,no,4
2594,1924,24,24,10,15,6,yes,no,1
2595,4050,34,3,28,17,26,no,no,4
2596,2466,17,20,10,19,18,no,no,5
2597,2813,15,8,6,21,12,no,no,1
2598,1275,21,16,6,15,8,no,no,2
2599,3880,33,7,60,15,24,yes,no,5
2600,3378,30,7,32,19,14,no,no,1
2601,1768,18,12,2,19,10,yes,no,2
2602,4202,33,3,40,21,12,no,no,1
2603,1034,17,12,6,11,10,no,yes,1
2604,2005,20,24,2,23,18,no,no,4
2605,2851,19,8,6,21,12,no,no,2
2606,832,22,20,10,12,4,yes,no,2
2607,1054,23,8,6,12,8,no,yes,2
2608,3428,36,7,60,21,28,yes,no,4
2609,1871,15,24,6,23,4,no,no,2
2610,1346,16,8,6,23,4,no,no,2
2611,520,15,8,6,11,8,yes,no,2
2612,781,17,8,10,11,6,no,yes,2
2613,1019,15,16,14,13,6,no,yes,2
2614,2616,16,16,14,17,30,yes,no,4
2615,2991,19,28,2,21,24,no,no,4
2616,2570,20,28,6,19,14,no,no,1
2617,2128,20,20,2,15,28,yes,no,5
2618,934,24,24,6,13,6,no,yes,2
2619,4035,34,3,56,19,20,no,no,4
2620,2881,20,8,2,23,14,no,no,1
2621,813,23,8,14,11,4,no,yes,2
2622,2520,24,12,10,17,26,yes,no,4
2623,615,21,8,6,13,10,no,yes,2
2624,1965,15,20,2,23,4,no,no,2
2625,2444,15,24,6,21,22,yes,no,5
2626,2576,24,20,10,21,18,yes,no,4
2627,859,23,20,6,11,8,no,yes,2
2628,2493,22,12,2,21,16,no,no,1
2629,3416,33,5,16,17,22,yes,no,5
2630,3544,39,7,24,15,16,yes,no,1
2631,728,19,16,10,13,10,yes,no,2
2632,1235,20,8,10,17,4,no,no,1
2633,2731,23,8,10,15,12,no,no,2
2634,2107,21,8,10,17,26,no,no,5
2635,3346,30,1,28,15,16,no,no,2
2636,4123,39,7,20,17,24,no,no,4
2637,3211,31,1,56,23,30,no,no,4
2638,2400,19,20,14,23,16,yes,no,2
2639,1244,22,12,10,23,6,yes,no,1
2640,2751,21,12,2,17,28,no,no,5
2641,1422,19,20,10,23,8,no,no,1
2642,1860,17,28,10,23,10,yes,no,2
2643,2346,24,8,10,21,28,no,no,4
2644,1320,21,28,14,19,10,yes,no,2
2645,2795,21,20,2,15,16,no,no,1
2646,918,16,20,14,12,6,no,yes,2
2647,1697,18,28,6,17,10,no,no,1
2648,522,18,28,14,13,6,no,yes,2
2649,3404,34,1,32,15,30,yes,no,5
2650,1686,17,8,2,19,4,no,no,2
2651,998,21,20,14,11,8,no,yes,2
2652,3580,36,3,28,17,28,yes,no,5
2653,2704,24,8,6,15,20,yes,no,5
2654,3958,35,3,16,21,12,no,no,2
2655,3769,38,7,48,21,18,no,no,5
2656,3995,31,5,44,15,26,no,no,5
2657,527,17,12,2,12,10,no,yes,1
2658,3346,36,7,20,17,20,no,no,4
2659,1116,20,20,14,11,10,yes,no,2
2660,1919,18,24,14,15,4,no,no,2
2661,2677,19,24,10,15,22,no,no,4
2662,4163,32,3,16,19,12,no,no,1
2663,3386,39,5,28,15,18,no,no,4
2664,1440,24,24,10,21,8,yes,no,1
2665,1858,16,16,6,21,8,no,no,1
2666,1032,23,20,2,12,6,yes,no,1
2667,1698,18,16,6,23,4,no,no,2
2668,1091,16,8,6,12,8,no,yes,2
2669,2713,16,20,2,21,18,no,no,5
2670,2794,16,20,10,23,18,no,no,5
2671,1019,24,20,14,11,4,no,yes,2
2672,2552,22,12,2,21,24,yes,no,5
2673,2107,21,12,2,19,26,no,no,4
2674,2296,16,8,2,15,28,yes,no,5
2675,1406,15,8,10,21,10,no,no,2
2676,1566,17,8,6,23,4,no,no,1
2677,3714,32,3,28,15,24,no,no,5
2678,642,17,24,6,12,4,no,yes,1
2679,2429,18,8,14,15,28,no,no,4
2680,3045,35,3,32,21,12,no,no,1
2681,4284,34,7,28,19,22,yes,no,5
2682,3718,30,1,28,15,20,no,no,4
2683,3347,36,7,60,23,12,no,no,1
2684,3920,34,3,24,23,16,yes,no,2
2685,1016,22,28,10,13,4,yes,no,1
2686,992,20,20,10,12,4,yes,no,2
2687,558,16,16,6,13,4,no,yes,2
2688,1459,16,20,10,21,10,no,no,1
2689,4146,33,7,56,17,30,no,no,5
2690,1535,24,16,10,15,4,no,no,2
2691,3570,30,1,52,23,30,no,no,4
2692,3908,34,1,16,23,14,yes,no,1
2693,2926,15,24,2,15,12,no,no,1
2694,3933,36,7,16,15,24,no,no,5
2695,2595,18,24,14,19,26,no,no,5
2696,799,17,24,14,11,4,no,yes,1
2697,1976,18,20,6,19,8,yes,no,1
2698,2212,22,8,6,23,18,yes,no,5
2699,3087,30,5,36,19,18,no,no,5
2700,782,23,16,6,13,6,no,yes,1
2701,2861,24,8,2,21,12,no,no,1
2702,732,23,12,10,12,4,yes,no,2
2703,4004,35,7,24,19,26,yes,no,5
2704,1187,21,24,2,12,10,no,yes,2
2705,549,20,12,6,11,10,no,yes,1
2706,4119,35,7,24,17,20,no,no,5
2707,3273,37,3,44,23,26,no,no,4
2708,738,21,12,6,13,10,no,yes,2
2709,792,23,8,14,12,4,yes,no,1
2710,540,23,12,14,12,8,yes,no,2
2711,1541,21,12,10,23,8,no,no,1
2712,3052,30,5,20,23,20,yes,no,4
2713,637,24,12,14,12,6,no,yes,2
2714,3382,37,7,16,15,22,no,no,5
2715,3836,33,3,20,21,30,yes,no,4
2716,1487,15,12,14,19,4,no,no,2
2717,1273,24,28,14,23,8,no,no,1
2718,899,19,24,6,11,4,no,yes,1
2719,3729,34,7,48,15,14,no,no,2
2720,2643,24,28,14,23,22,no,no,5
2721,3519,38,1,40,17,18,no,no,5
2722,1280,17,24,2,23,8,yes,no,2
2723,3398,31,7,36,19,20,no,no,4
2724,2024,16,24,14,17,12,yes,no,2
2725,1041,20,8,10,12,6,no,yes,2
2726,2558,17,12,14,17,14,no,no,2
2727,2337,23,12,6,17,20,no,no,4
2728,502,19,16,6,13,6,no,yes,2
2729,1551,21,20,2,21,4,no,no,1
2730,4069,36,7,44,21,14,no,no,1
2731,4238,32,1,60,17,14,no,no,1
2732,4035,31,3,44,17,28,no,no,5
2733,1080,17,24,14,13,6,yes,no,1
2734,568,15,8,2,12,10,yes,no,2
2735,4224,30,3,20,23,14,yes,no,1
2736,2403,15,16,14,19,16,no,no,2
2737,3701,34,3,20,19,14,no,no,1
2738,776,20,24,6,13,10,yes,no,1
2739,3669,31,5,28,17,28,no,no,4
2740,983,15,16,14,13,6,no,yes,2
2741,866,15,8,14,13,4,no,yes,2
2742,1489,20,24,10,23,6,no,no,2
2743,1888,24,20,14,23,6,yes,no,1
2744,3833,39,7,16,19,18,no,no,5
2745,2271,15,28,10,21,14,no,no,2
2746,1050,18,24,14,13,6,no,yes,2
2747,1529,21,28,6,19,8,no,no,1
2748,1226,16,28,6,19,6,no,no,1
2749,651,24,20,10,11,6,no,yes,1
2750,2997,24,12,6,21,24,no,no,4
2751,3465,32,3,24,15,22,no,no,5
2752,1573,24,16,6,19,6,no,no,1
2753,849,18,16,14,12,8,no,yes,1
2754,603,17,24,14,11,8,no,yes,2
2755,2725,16,28,6,15,16,no,no,1
2756,820,21,24,6,13,6,yes,no,2
2757,3919,35,5,40,23,12,no,no,2
2758,3226,31,1,52,17,28,no,no,4
2759,622,19,24,10,12,6,no,yes,2
2760,562,20,16,2,12,8,no,yes,2
2761,2358,18,12,6,19,28,no,no,5
2762,2469,19,8,2,23,22,no,no,5
2763,2241,22,20,2,21,26,no,no,4
2764,2947,15,12,14,23,30,no,no,5
2765,2884,21,8,2,21,24,yes,no,4
2766,1179,23,12,14,13,4,no,yes,1
2767,3667,31,1,24,19,26,no,no,4
2768,4073,34,1,60,23,26,no,no,5
2769,3168,39,3,16,17,18,yes,no,4
2770,2878,18,28,10,21,26,no,no,5
2771,2833,22,28,6,21,24,no,no,5
2772,829,22,20,10,11,8,no,yes,1
2773,868,23,12,6,11,4,yes,no,2
2774,2261,23,20,6,15,14,no,no,1
2775,1259,16,12,6,19,6,no,no,2
2776,1013,19,12,2,13,10,no,yes,1
2777,3877,35,5,16,21,18,no,no,4
2778,1343,18,28,2,19,10,no,no,1
2779,4157,31,5,20,21,24,no,no,5
2780,560,17,12,10,12,6,yes,no,2
2781,1146,23,8,6,11,10,no,yes,1
2782,1656,16,20,14,15,6,yes,no,2
2783,955,24,28,14,13,8,no,yes,1
2784,2887,18,20,6,17,22,no,no,5
2785,2008,15,24,2,19,24,yes,no,5
2786,597,18,24,2,11,10,no,yes,1
2787,3788,39,1,60,23,26,yes,no,4
2788,4247,36,7,40,15,22,no,no,4
2789,1038,23,20,14,12,8,no,yes,2
2790,2595,23,24,14,17,22,no,no,5
2791,2739,24,16,6,19,28,no,no,5
2792,1980,18,24,10,19,4,yes,no,2
2793,2893,21,12,14,23,26,no,no,4
2794,3794,39,1,56,15,18,no,no,5
2795,1875,22,28,2,21,4,no,no,1
2796,1880,21,24,6,19,10,yes,no,1
2797,2963,21,24,10,17,18,no,no,5
2798,1772,19,8,14,15,8,yes,no,2
2799,2736,19,20,14,23,16,yes,no,1
2800,4285,37,5,56,15,18,no,no,4
2801,2535,20,8,14,19,28,no,no,5
2802,1309,22,24,10,19,8,no,no,1
2803,3440,39,7,20,21,28,yes,no,4
2804,2665,18,20,14,19,16,no,no,2
2805,2713,15,12,6,21,26,no,no,5
2806,1966,18,12,6,21,6,no,no,2
2807,3399,32,7,52,23,30,no,no,4
2808,1286,20,16,6,19,8,no,no,1
2809,2967,23,8,6,23,12,no,no,2
2810,3927,36,3,32,19,28,no,no,5
2811,1472,24,8,6,17,8,yes,no,2
2812,1278,21,16,14,19,10,no,no,2
2813,1526,19,16,10,21,6,no,no,2
2814,1779,22,16,10,23,10,no,no,2
2815,915,22,8,14,12,8,no,yes,1
2816,3137,39,5,48,19,22,no,no,5
2817,2362,20,16,14,21,18,no,no,4
2818,1441,21,24,10,17,4,no,no,2
2819,3734,36,3,32,19,22,no,no,5
2820,3171,36,3,44,17,28,no,no,4
2821,2179,22,12,14,15,22,no,no,4
2822,2808,18,28,10,23,14,yes,no,2
2823,4154,35,3,24,17,26,no,no,4
2824,3157,34,1,16,23,12,no,no,2
2825,2402,15,12,6,15,12,no,no,1
2826,1313,24,12,6,15,6,no,no,1
2827,1800,22,12,14,19,6,yes,no,2
2828,2794,23,20,14,15,22,no,no,5
2829,2833,20,20,10,15,26,no,no,4
2830,3587,30,5,28,15,12,no,no,2
2831,1636,15,12,6,19,6,yes,no,1
2832,1696,23,20,2,23,10,yes,no,1
2833,2594,19,20,2,23,18,no,no,5
2834,517,19,24,10,12,10,no,yes,1
2835,4056,30,7,56,19,30,yes,no,5
2836,3879,33,7,40,19,14,no,no,2
2837,3540,32,5,44,15,30,yes,no,4
2838,2190,19,20,2,15,18,no,no,4
2839,861,19,8,14,12,6,no,yes,2
2840,2579,16,24,10,15,18,no,no,4
2841,751,16,12,6,11,8,no,yes,2
2842,2030,17,16,2,21,26,no,no,5
2843,3328,34,5,40,15,18,yes,no,5
2844,1357,24,8,14,17,10,no,no,2
2845,3761,30,7,56,19,24,no,no,5
2846,841,24,8,10,13,4,no,yes,1
2847,2567,24,28,10,23,12,no,no,1
2848,2618,22,16,10,19,16,no,no,2
2849,3542,34,3,52,15,24,no,no,4
2850,532,17,12,6,13,4,yes,no,1
2851,1250,22,24,10,15,6,no,no,2
2852,3442,34,3,28,17,30,no,no,4
2853,2700,17,8,10,23,22,yes,no,4
2854,1817,16,12,2,19,6,no,no,1
2855,1647,20,16,14,23,10,no,no,1
2856,3523,38,5,20,15,28,no,no,5
2857,1384,23,16,10,23,6,yes,no,1
2858,1420,15,8,14,23,4,yes,no,1
2859,745,19,16,14,12,6,no,yes,1
2860,2190,17,20,10,19,24,no,no,4
2861,1707,24,24,6,21,8,no,no,1
2862,530,22,24,14,13,8,no,yes,2
2863,2565,20,16,14,15,30,no,no,5
2864,4052,39,1,48,23,12,yes,no,2
2865,885,20,12,14,12,6,no,yes,1
2866,3821,30,7,56,21,14,no,no,1
2867,2641,15,12,2,21,18,no,no,5
2868,3960,34,7,40,21,20,yes,no,4
2869,3044,34,1,48,23,24,yes,no,4
2870,3499,37,1,28,17,28,no,no,4
2871,3976,39,1,20,19,16,yes,no,2
2872,1008,22,12,6,12,4,yes,no,1
2873,1924,20,28,6,17,6,yes,no,2
2874,3007,31,3,48,15,24,no,no,5
2875,2185,17,28,10,23,18,no,no,5
2876,2578,21,16,6,23,28,no,no,5
2877,1627,16,8,6,15,4,no,no,2
2878,2780,19,12,14,21,30,yes,no,4
2879,2645,21,12,2,17,16,no,no,1
2880,2581,16,12,14,19,22,no,no,4
2881,1421,23,12,10,19,4,no,no,1
2882,2760,15,12,10,15,26,yes,no,4
2883,3989,38,1,40,21,16,no,no,1
2884,1921,15,16,14,15,4,no,no,1
2885,2348,21,20,14,21,14,yes,no,1
2886,1867,15,8,10,21,4,no,no,1
2887,3658,32,7,32,17,16,no,no,2
2888,3343,38,1,48,19,26,no,no,4
2889,1786,18,12,14,17,10,no,no,2
2890,3623,36,7,16,23,12,no,no,2
2891,3849,33,3,20,17,30,no,no,5
2892,884,17,28,14,12,4,yes,no,1
2893,4348,34,5,52,17,12,yes,no,2
2894,3290,34,3,20,19,24,no,no,4
2895,965,18,28,10,12,8,no,yes,2
2896,1784,24,16,14,15,6,yes,no,1
2897,3217,34,1,36,23,22,no,no,4
2898,720,18,16,10,11,4,yes,no,1
2899,3852,33,1,36,15,26,yes,no,4
2900,1127,15,24,2,11,4,no,yes,2
2901,3944,38,3,28,17,26,yes,no,5
2902,4323,31,1,40,19,30,no,no,4
2903,930,21,8,10,13,6,no,yes,1
2904,3347,32,7,60,23,28,no,no,4
2905,1653,22,24,6,19,8,no,no,2
2906,3717,31,1,24,17,16,no,no,2
2907,2833,23,12,10,23,18,no,no,4
2908,3679,32,5,24,15,30,no,no,5
2909,2109,24,24,2,17,20,no,no,5
2910,1791,17,16,6,19,6,no,no,1
2911,1391,21,12,10,19,8,no,no,1
2912,2395,19,12,10,17,14,no,no,2
2913,914,21,20,10,11,4,no,yes,1
2914,1704,20,28,14,15,10,yes,no,2
2915,2245,24,16,2,21,26,no,no,5
2916,1512,18,24,10,19,10,yes,no,1
2917,509,17,12,14,12,8,no,yes,2
2918,1833,19,20,6,23,10,no,no,1
2919,2170,23,24,6,17,20,no,no,4
2920,1738,20,20,14,15,6,no,no,1
2921,747,22,12,2,12,8,no,yes,1
2922,3433,39,7,56,23,28,no,no,5
2923,2870,16,28,2,17,28,no,no,5
2924,2021,19,20,14,19,24,no,no,5
2925,1450,24,16,2,23,8,no,no,2
2926,688,17,8,10,13,6,yes,no,2
2927,2652,20,24,10,15,30,yes,no,4
2928,504,16,8,14,13,10,yes,no,2
2929,3923,35,3,20,15,12,no,no,2
2930,1056,21,8,14,13,6,yes,no,2
2931,1712,22,12,10,19,6,yes,no,2
2932,771,22,24,10,13,10,no,yes,2
2933,2952,18,12,2,23,16,yes,no,1
2934,2430,17,16,2,17,12,no,no,2
2935,2331,21,24,10,17,18,no,no,5
2936,4219,34,5,48,17,24,no,no,5
2937,3915,39,5,32,15,28,no,no,4
2938,2275,18,24,10,17,20,no,no,5
2939,2772,23,12,6,19,18,yes,no,4
2940,2459,20,12,14,23,22,no,no,5
2941,1342,18,24,6,23,6,no,no,2
2942,847,20,12,6,13,8,no,yes,1
2943,2420,16,28,6,21,22,yes,no,4
2944,510,21,8,2,12,8,no,yes,2
2945,1363,24,16,10,21,8,no,no,2
2946,2261,19,16,6,23,26,no,no,4
2947,2697,17,28,14,19,30,no,no,4
2948,1195,15,28,6,12,10,no,yes,1
2949,2919,18,12,10,17,18,no,no,4
2950,1127,17,16,6,11,8,no,yes,2
2951,1731,23,20,14,23,6,no,no,2
2952,2834,23,16,10,15,18,no,no,4
2953,2398,18,12,2,19,20,no,no,4
2954,1803,17,24,2,23,4,no,no,2
2955,2836,18,16,6,21,24,yes,no,5
2956,3961,38,3,48,15,18,no,no,5
2957,2812,17,12,10,23,28,yes,no,4
2958,2339,16,24,10,17,14,no,no,1
2959,1871,21,24,2,23,6,no,no,2
2960,1312,20,20,14,23,6,yes,no,2
2961,3318,37,3,24,19,20,no,no,4
2962,1745,18,28,2,15,10,no,no,1
2963,3895,32,3,24,21,28,no,no,5
2964,3714,32,3,24,17,24,no,no,4
2965,2986,20,12,10,19,18,no,no,5
2966,4085,32,1,24,17,18,no,no,4
2967,1090,15,24,6,12,10,no,yes,1
2968,1024,21,12,6,11,8,yes,no,1
2969,2652,20,12,14,19,14,yes,no,2
2970,756,16,16,2,13,10,yes,no,2
2971,506,16,28,10,13,6,no,yes,2
2972,1542,15,12,2,15,10,no,no,1
2973,3112,35,1,20,23,14,yes,no,2
2974,1415,16,28,14,19,4,no,no,2
2975,984,18,28,6,12,4,yes,no,2
2976,1808,16,24,10,19,4,yes,no,1
2977,1915,17,28,14,21,4,no,no,2
2978,2458,23,24,2,23,20,no,no,5
2979,1462,21,28,10,15,6,no,no,1
2980,3859,33,7,40,19,16,no,no,2
2981,823,15,16,10,12,6,no,yes,2
2982,1315,17,24,10,17,6,no,no,2
2983,4123,39,3,32,21,18,no,no,5
2984,2514,24,24,2,15,30,no,no,4
2985,680,23,24,10,11,10,yes,no,1
2986,3437,37,7,16,17,28,no,no,5
2987,3789,38,1,60,17,18,no,no,5
2988,1044,15,20,6,13,6,yes,no,1
2989,2753,19,20,14,21,12,no,no,2
2990,867,18,12,2,12,8,no,yes,1
2991,3791,30,5,16,21,24,no,no,5
2992,1475,24,20,6,17,8,no,no,2
2993,2537,21,28,6,23,14,no,no,2
2994,2285,20,28,6,17,24,no,no,5
2995,3035,33,3,60,21,30,no,no,4
2996,3875,31,3,32,17,22,no,no,5
2997,3885,33,5,16,15,28,no,no,5
2998,3389,30,7,52,19,18,no,no,4
2999,3743,36,7,56,21,30,no,no,5
3000,1582,20,16,14,19,8,no,no,2
3001,3337,35,5,48,17,30,no,no,4
3002,1187,17,28,14,12,6,no,yes,2
3003,520,17,20,2,12,10,yes,no,2
3004,777,24,24,2,12,4,no,yes,1
3005,1740,18,12,10,17,6,yes,no,1
3006,2010,15,12,2,23,20,no,no,4
3007,622,24,20,14,13,4,no,yes,2
3008,2834,20,8,2,21,18,no,no,4
3009,1497,24,12,6,17,4,no,no,2
3010,1171,23,20,14,11,6,no,yes,2
3011,3895,37,5,56,21,30,no,no,5
3012,4232,35,1,36,17,26,yes,no,5
3013,2470,24,16,10,15,12,no,no,1
3014,945,17,12,10,12,10,no,yes,1
3015,1038,21,8,2,11,10,no,yes,1
3016,2162,24,20,2,19,20,no,no,4
3017,2825,23,28,14,21,30,no,no,4
3018,2743,24,24,2,17,24,no,no,5
3019,3515,30,5,44,21,20,no,no,4
3020,741,19,8,6,13,4,no,yes,2
3021,2079,24,8,6,17,20,no,no,5
3022,4093,35,5,28,23,16,no,no,2
3023,2447,18,24,10,21,26,no,no,4
3024,3248,35,7,44,21,18,yes,no,5
3025,3998,36,7,16,19,30,no,no,5
3026,1461,21,28,14,17,4,no,no,2
3027,646,17,20,2,11,8,no,yes,1
3028,3439,31,5,52,21,12,no,no,1
3029,3668,38,7,52,21,14,yes,no,1
3030,834,23,8,6,11,10,no,yes,2
3031,991,16,28,10,11,6,no,yes,2
3032,2065,24,16,14,21,18,no,no,5
3033,3058,32,7,24,21,16,no,no,1
3034,3193,36,3,44,15,14,no,no,2
3035,3024,36,3,60,23,24,yes,no,5
3036,1352,20,12,10,19,6,yes,no,1
3037,3650,38,3,16,15,28,no,no,5
3038,1984,23,20,6,23,6,yes,no,2
3039,2714,19,12,2,19,30,no,no,5
3040,3740,34,7,28,15,28,yes,no,4
3041,937,21,16,2,12,6,no,yes,2
3042,3676,37,7,40,17,12,yes,no,1
3043,1371,15,28,2,23,8,no,no,1
3044,2819,19,24,6,19,24,no,no,4
3045,1876,23,8,6,19,6,yes,no,2
3046,1189,24,16,14,12,8,no,yes,2
3047,3684,37,3,56,19,14,yes,no,2
3048,4080,39,5,24,23,14,yes,no,2
3049,3534,33,3,16,19,24,no,no,5
3050,2007,15,28,14,21,18,no,no,4
3051,4216,34,7,56,23,12,yes,no,1
3052,1215,24,20,14,15,8,no,no,1
3053,3246,32,7,48,15,28,no,no,4
3054,3952,35,5,60,23,22,yes,no,4
3055,1519,24,28,2,17,10,no,no,2
3056,2951,15,28,2,23,28,no,no,5
3057,2460,22,16,2,19,22,yes,no,5
3058,1513,23,16,10,19,8,no,no,2
3059,1889,20,12,6,15,6,no,no,2
3060,2320,15,24,10,21,30,yes,no,5
3061,1015,19,20,10,12,8,no,yes,1
3062,1653,24,8,6,19,10,no,no,1
3063,3545,33,5,32,17,18,no,no,5
3064,4076,35,7,60,23,14,yes,no,2
3065,3363,30,7,56,23,26,no,no,5
3066,1061,20,24,14,11,6,no,yes,2
3067,3020,31,1,52,15,30,yes,no,4
3068,3148,39,7,32,17,24,yes,no,4
3069,1008,18,28,10,12,10,yes,no,1
3070,3061,30,7,36,17,16,no,no,2
3071,1146,20,16,10,13,8,no,yes,2
3072,2939,24,28,2,21,30,no,no,4
3073,1705,21,20,6,19,8,no,no,1
3074,2797,17,20,14,19,16,no,no,2
3075,2444,20,16,6,21,16,yes,no,1
3076,682,16,16,10,11,4,no,yes,2
3077,2610,24,20,10,17,20,no,no,5
3078,858,23,12,14,11,4,no,yes,2
3079,2803,24,20,6,23,12,no,no,2
3080,1706,16,8,2,17,10,no,no,1
3081,4094,34,1,48,19,22,no,no,4
3082,3251,33,3,20,19,12,no,no,2
3083,2134,19,20,2,19,18,no,no,4
3084,1147,24,20,2,12,8,no,yes,2
3085,1407,21,28,10,15,6,no,no,2
3086,2812,16,16,10,15,14,yes,no,2
3087,3950,37,3,28,15,20,no,no,5
3088,2006,19,8,6,19,18,no,no,5
3089,574,18,24,2,12,8,no,yes,1
3090,1647,23,8,14,23,4,no,no,2
3091,3804,38,1,24,19,26,yes,no,5
3092,3977,37,3,60,15,30,no,no,4
3093,2415,23,16,2,19,30,no,no,4
3094,3279,37,3,36,21,22,no,no,4
3095,4212,39,3,32,23,26,yes,no,5
3096,3560,38,1,24,21,18,yes,no,5
3097,2047,17,8,14,21,12,no,no,1
3098,1478,18,8,6,15,4,no,no,2
3099,2582,22,24,14,17,20,no,no,5
3100,2688,21,16,6,23,18,yes,no,5
3101,3915,36,7,36,21,18,no,no,5
3102,2518,19,20,2,19,12,no,no,2
3103,3272,34,1,52,17,12,yes,no,2
3104,2194,16,28,10,21,24,no,no,4
3105,4045,38,1,20,23,22,no,no,5
3106,2856,24,8,10,23,20,yes,no,4
3107,1298,24,16,10,21,10,no,no,1
3108,2417,16,28,14,19,16,no,no,1
3109,4102,33,5,28,17,30,no,no,5
3110,2621,23,16,2,23,26,no,no,4
3111,1134,19,20,6,11,8,no,yes,2
3112,1492,16,28,10,23,8,yes,no,1
3113,4347,35,1,16,23,28,no,no,4
3114,1518,15,8,14,17,8,no,no,2
3115,2010,24,12,2,15,12,no,no,2
3116,2487,18,12,2,21,24,no,no,5
3117,2726,17,8,6,23,12,no,no,1
3118,3331,37,1,32,19,14,no,no,1
3119,952,18,12,14,11,10,yes,no,1
3120,4037,32,3,48,17,18,no,no,4
3121,906,22,28,6,13,4,no,yes,1
3122,2983,15,16,2,19,16,no,no,2
3123,4295,36,3,56,21,28,no,no,4
3124,2606,17,24,10,17,22,no,no,4
3125,3428,34,7,60,23,12,yes,no,1
3126,2250,16,16,2,15,16,no,no,1
3127,2746,17,20,6,19,30,no,no,5
3128,3939,36,5,48,23,20,no,no,5
3129,1943,21,16,2,23,10,no,no,1
3130,2068,17,20,6,21,30,yes,no,5
3131,2337,15,24,10,15,22,no,no,4
3132,1439,15,24,6,15,4,no,no,2
3133,3294,39,3,28,21,16,no,no,2
3134,917,16,24,14,12,8,no,yes,1
3135,621,20,24,2,12,8,no,yes,1
3136,4213,32,7,40,15,14,no,no,1
3137,1223,23,20,10,21,4,no,no,1
3138,4319,35,7,44,17,14,no,no,2
3139,2753,16,8,14,23,16,no,no,1
3140,2710,17,24,6,15,26,no,no,5
3141,2729,16,24,2,21,16,no,no,2
3142,4292,37,7,60,19,16,yes,no,1
3143,4276,39,1,20,23,30,yes,no,5
3144,3851,33,7,40,21,30,no,no,5
3145,1100,19,28,14,13,8,yes,no,1
3146,1807,18,20,14,17,10,no,no,1
3147,2948,16,20,2,19,18,yes,no,4
3148,2657,17,24,2,17,18,no,no,4
3149,553,23,8,6,12,8,no,yes,1
3150,2404,18,12,6,15,26,yes,no,4
3151,2040,18,24,10,17,12,yes,no,1
3152,1003,22,16,2,13,6,no,yes,2
3153,1952,15,28,10,15,6,yes,no,2
3154,562,20,28,14,13,8,no,yes,2
3155,1972,23,12,14,15,10,yes,no,2
3156,2884,20,8,10,23,30,yes,no,5
3157,1524,22,16,14,21,6,yes,no,1
3158,754,15,12,2,12,10,no,yes,1
3159,4049,30,3,36,21,18,no,no,4
3160,1472,18,8,6,17,8,yes,no,2
3161,949,17,28,6,12,10,no,yes,1
3162,2827,20,20,14,19,18,no,no,5
3163,3135,33,1,16,23,18,no,no,4
3164,2981,23,12,14,19,30,no,no,5
3165,2575,24,20,14,15,26,no,no,4
3166,2273,18,28,10,23,26,no,no,4
3167,3624,36,5,16,17,24,yes,no,5
3168,3271,36,7,24,17,24,no,no,4
3169,3603,35,5,44,23,12,no,no,1
3170,1709,20,12,10,19,10,no,no,2
3171,993,21,8,2,11,6,no,yes,2
3172,3566,37,3,48,15,22,no,no,4
3173,2597,20,16,2,19,20,no,no,4
3174,2768,18,16,6,19,26,yes,no,5
3175,3216,39,5,32,17,22,yes,no,4
3176,3289,39,7,28,15,26,no,no,4
3177,3518,30,1,60,15,30,no,no,5
3178,3010,34,7,36,17,20,no,no,4
3179,4185,36,5,24,15,16,no,no,1
3180,1466,24,24,2,19,8,no,no,1
3181,1916,22,12,6,17,6,yes,no,1
